name,creationYear,duration,original,description,topics
Moon to the Dream,1985,4:01,False,Moon to the Dream is a song that Evokes the essence of lonely experiences.,"['Jazz', 'Relax']"
Sky in the Night,1995,5:22,True,Sky in the Night is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
First to the Night,2008,4:30,True,First to the Night is a song that A soulful composition that explores the complexity of star.,"['Rock', 'Sad']"
Night beyond the Sunrise,1982,4:04,False,"Night beyond the Sunrise is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Dark Sky,1999,4:33,True,Dark Sky is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Happy Sunset,2015,3:24,False,Happy Sunset is a song that Evokes the essence of last experiences.,"['Rock', 'Sad']"
Dream beyond the Star,1998,3:10,True,Dream beyond the Star is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Moon for a Dream,2005,3:30,True,Moon for a Dream is a song that A soulful composition that explores the complexity of dream.,"['Hip-Hop', 'Energetic']"
Dream beyond the Sky,1982,5:14,False,Dream beyond the Sky is a song that A soulful composition that explores the complexity of sky.,"['Pop', 'Love']"
Sky beyond the Sunrise,1998,2:22,False,Sky beyond the Sunrise is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Bright under the Star,1999,4:08,False,Bright under the Star is a song that A soulful composition that explores the complexity of love.,"['Jazz', 'Relax']"
Eternal beyond the Sunrise,2011,4:20,True,"Eternal beyond the Sunrise is a song that With its haunting lyrics, the song captures the essence of introspection.","['Jazz', 'Relax']"
Beautiful Sunrise,1986,2:27,True,"Beautiful Sunrise is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Dream beyond the Heart,2020,3:45,True,"Dream beyond the Heart is a song that With its haunting lyrics, the song captures the essence of introspection.","['Jazz', 'Relax']"
First Heart,2012,4:06,False,First Heart is a song that A soulful composition that explores the complexity of dream.,"['Hip-Hop', 'Energetic']"
Final without a Moon,2019,5:15,False,Final without a Moon is a song that An anthem that resonates with the feeling of sunrise.,"['Pop', 'Love']"
Last in the Dream,2018,5:32,False,Last in the Dream is a song that A soulful composition that explores the complexity of day.,"['Hip-Hop', 'Energetic']"
Last for a Day,1997,5:03,True,Last for a Day is a song that A soulful composition that explores the complexity of night.,"['Hip-Hop', 'Energetic']"
Last of the Moon,2019,4:39,True,Last of the Moon is a song that A soulful composition that explores the complexity of day.,"['Jazz', 'Relax']"
Lonely Heart,1980,2:36,False,Lonely Heart is a song that Evokes the essence of last experiences.,"['Hip-Hop', 'Energetic']"
First to the Sunrise,1990,4:59,True,First to the Sunrise is a song that Evokes the essence of happy experiences.,"['Jazz', 'Relax']"
Day under the Star,2007,5:28,False,"Day under the Star is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Eternal of the Night,2004,5:35,True,Eternal of the Night is a song that Evokes the essence of dark experiences.,"['Jazz', 'Relax']"
Last in the Dream,2002,5:37,True,Last in the Dream is a song that An anthem that resonates with the feeling of moon.,"['Hip-Hop', 'Energetic']"
Broken Star,2010,4:49,False,Broken Star is a song that Evokes the essence of broken experiences.,"['Rock', 'Sad']"
Sunset in the Love,2009,4:36,True,Sunset in the Love is a song that Evokes the essence of beautiful experiences.,"['Jazz', 'Relax']"
Heart under the Heart,2021,5:34,True,Heart under the Heart is a song that An anthem that resonates with the feeling of love.,"['Hip-Hop', 'Energetic']"
Beautiful Moon,2014,4:26,False,"Beautiful Moon is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Sky for a Sunrise,1986,5:21,False,"Sky for a Sunrise is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Love to the Love,1995,3:06,True,Love to the Love is a song that A soulful composition that explores the complexity of dream.,"['Jazz', 'Relax']"
Dark Moon,2005,2:21,False,Dark Moon is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Bright Love,1981,2:54,True,"Bright Love is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Love without a Heart,1980,3:26,False,Love without a Heart is a song that A soulful composition that explores the complexity of night.,"['Hip-Hop', 'Energetic']"
Dream beyond the Night,1991,2:53,True,"Dream beyond the Night is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Happy Day,1984,3:14,True,Happy Day is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Beautiful Sunrise,2016,2:09,False,Beautiful Sunrise is a song that An anthem that resonates with the feeling of dream.,"['Jazz', 'Relax']"
Last Star,2011,4:57,True,Last Star is a song that Evokes the essence of eternal experiences.,"['Rock', 'Sad']"
Lonely beyond the Love,1988,5:38,True,Lonely beyond the Love is a song that An anthem that resonates with the feeling of love.,"['Rock', 'Sad']"
Last to the Day,2020,2:00,False,Last to the Day is a song that Evokes the essence of dark experiences.,"['Rock', 'Sad']"
Moon for a Day,2014,2:20,False,Moon for a Day is a song that An anthem that resonates with the feeling of sky.,"['Rock', 'Sad']"
Lonely Love,1998,3:49,True,Lonely Love is a song that A soulful composition that explores the complexity of moon.,"['Rock', 'Sad']"
Broken for a Moon,1995,2:20,False,"Broken for a Moon is a song that With its haunting lyrics, the song captures the essence of introspection.","['Jazz', 'Relax']"
Broken in the Love,1982,2:17,False,Broken in the Love is a song that A soulful composition that explores the complexity of night.,"['Jazz', 'Relax']"
Final beyond the Night,1999,2:44,True,Final beyond the Night is a song that Evokes the essence of last experiences.,"['Rock', 'Sad']"
Last Moon,2003,5:35,True,Last Moon is a song that Evokes the essence of bright experiences.,"['Jazz', 'Relax']"
Happy in the Dream,2012,2:34,False,Happy in the Dream is a song that Evokes the essence of eternal experiences.,"['Jazz', 'Relax']"
Lonely Dream,2003,2:59,False,Lonely Dream is a song that An anthem that resonates with the feeling of love.,"['Rock', 'Sad']"
Dream to the Star,1990,4:20,False,Dream to the Star is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Sunset in the Sunset,1987,5:54,True,Sunset in the Sunset is a song that A soulful composition that explores the complexity of sunset.,"['Jazz', 'Relax']"
Day under the Dream,2015,2:25,True,"Day under the Dream is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Final for a Day,2017,3:03,True,Final for a Day is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Happy under the Sunset,2019,3:51,True,Happy under the Sunset is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Bright Sky,1999,5:59,True,Bright Sky is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
First in the Dream,2014,3:39,True,First in the Dream is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Broken Love,2004,4:40,True,Broken Love is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Dream to the Moon,2014,2:51,False,Dream to the Moon is a song that Evokes the essence of broken experiences.,"['Pop', 'Love']"
Lonely without a Day,2004,2:37,False,Lonely without a Day is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Last for a Sky,2008,3:20,True,Last for a Sky is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Dark Heart,1997,3:12,True,Dark Heart is a song that An anthem that resonates with the feeling of dream.,"['Hip-Hop', 'Energetic']"
Sunrise without a Night,1997,2:40,True,Sunrise without a Night is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Day in the Sunset,1981,5:16,False,Day in the Sunset is a song that A soulful composition that explores the complexity of star.,"['Pop', 'Love']"
Last Sunrise,2014,5:08,True,Last Sunrise is a song that A soulful composition that explores the complexity of sunrise.,"['Hip-Hop', 'Energetic']"
Beautiful Day,1995,2:00,False,Beautiful Day is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Beautiful Night,2020,3:59,False,"Beautiful Night is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Final in the Night,2015,5:28,False,Final in the Night is a song that Evokes the essence of first experiences.,"['Hip-Hop', 'Energetic']"
Last without a Sunset,2012,2:09,False,Last without a Sunset is a song that A soulful composition that explores the complexity of day.,"['Pop', 'Love']"
Day for a Heart,1983,3:57,False,Day for a Heart is a song that A soulful composition that explores the complexity of moon.,"['Pop', 'Love']"
Beautiful Sunrise,2012,5:59,True,Beautiful Sunrise is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Star for a Love,1993,5:20,True,"Star for a Love is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Last without a Love,2000,5:10,False,Last without a Love is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Broken under the Love,1999,4:33,True,Broken under the Love is a song that Evokes the essence of eternal experiences.,"['Jazz', 'Relax']"
First Heart,1987,5:58,False,First Heart is a song that An anthem that resonates with the feeling of day.,"['Hip-Hop', 'Energetic']"
First Sunrise,1986,3:07,False,First Sunrise is a song that An anthem that resonates with the feeling of dream.,"['Rock', 'Sad']"
Dark Dream,1982,2:14,True,"Dark Dream is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
First Sky,1996,2:59,True,First Sky is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Broken Sunrise,2012,4:23,True,Broken Sunrise is a song that A soulful composition that explores the complexity of sky.,"['Rock', 'Sad']"
Happy Sunrise,1991,2:18,True,Happy Sunrise is a song that Evokes the essence of broken experiences.,"['Rock', 'Sad']"
Dark beyond the Sky,2001,2:31,True,Dark beyond the Sky is a song that A soulful composition that explores the complexity of star.,"['Rock', 'Sad']"
Lonely Sky,2001,5:00,False,Lonely Sky is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Beautiful in the Sunrise,2009,4:36,True,Beautiful in the Sunrise is a song that A soulful composition that explores the complexity of night.,"['Pop', 'Love']"
Dream to the Sunrise,2017,5:12,True,Dream to the Sunrise is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Last Sky,2017,5:56,True,Last Sky is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Happy Sky,1987,4:42,False,Happy Sky is a song that An anthem that resonates with the feeling of dream.,"['Hip-Hop', 'Energetic']"
Beautiful in the Sunset,2006,2:44,True,Beautiful in the Sunset is a song that Evokes the essence of broken experiences.,"['Pop', 'Love']"
Love to the Sky,2006,4:23,False,Love to the Sky is a song that Evokes the essence of last experiences.,"['Pop', 'Love']"
First Moon,2013,4:23,True,First Moon is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Eternal to the Dream,2000,2:04,True,"Eternal to the Dream is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Happy for a Dream,2009,5:20,False,Happy for a Dream is a song that Evokes the essence of bright experiences.,"['Hip-Hop', 'Energetic']"
Broken to the Dream,2012,5:57,True,Broken to the Dream is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Sunrise beyond the Dream,2007,4:45,True,Sunrise beyond the Dream is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Beautiful to the Moon,2012,5:10,False,"Beautiful to the Moon is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Lonely for a Dream,1984,5:14,True,"Lonely for a Dream is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
